id,total_count
68e33c022c48416419f4ae05,12
68e33d152c48416419f4ae0a,13
68e33d612c48416419f4ae0e,12
68e33dae2c48416419f4ae10,3
68e33e5c2c48416419f4ae13,4
68e33e882c48416419f4ae15,1
68e33fa72c48416419f4ae1c,6
68e33fad2c48416419f4ae1d,0
68e341702c48416419f4ae24,6
68e342512c48416419f4ae2b,8
68e342962c48416419f4ae2c,7
68e344662c48416419f4ae34,11
68e345e32c48416419f4ae39,3
68e3469f2c48416419f4ae3b,7
68e34a872c48416419f4ae45,4
68e34ac92c48416419f4ae46,0
68e34b462c48416419f4ae48,14
68e34ff12c48416419f4ae53,6
68e350c82c48416419f4ae56,5
68e351622c48416419f4ae59,0
68e351b02c48416419f4ae5a,4
68e3521f2c48416419f4ae5d,4
68e3538b2c48416419f4ae63,6
68e354972c48416419f4ae68,15
68e358e42c48416419f4ae75,13
68e359742c48416419f4ae77,7
68e3597a2c48416419f4ae78,9
68e359da2c48416419f4ae79,0
68e35a9a2c48416419f4ae7c,7
68e35c132c48416419f4ae80,2
68e35f1e2c48416419f4ae85,2
68e35f4b2c48416419f4ae87,7
68e35ffb2c48416419f4ae88,1
68e360942c48416419f4ae8a,5
68e363d92c48416419f4ae90,2
68e3641a2c48416419f4ae93,2
68e364962c48416419f4ae95,4
68e3652a2c48416419f4ae98,8
68e365672c48416419f4ae99,4
68e366112c48416419f4ae9a,8
68e366e42c48416419f4aea0,13
68e367bd2c48416419f4aea6,9
68e367f32c48416419f4aea7,3
68e368492c48416419f4aeab,7
68e368802c48416419f4aead,3
68e368952c48416419f4aeaf,7
68e368e92c48416419f4aeb0,11
68e369c32c48416419f4aeb2,9
68e369f12c48416419f4aeb3,0
68e36a4d2c48416419f4aeb4,4
68e36a992c48416419f4aeb5,0
68e36c4e2c48416419f4aebe,1
68e36ecc2c48416419f4aec9,3
68e36f8c2c48416419f4aecf,5
68e36fd62c48416419f4aed3,4
68e3711c2c48416419f4aedb,0
68e371822c48416419f4aedd,4
68e371a22c48416419f4aee0,0
68e373182c48416419f4aee7,5
68e373232c48416419f4aee9,10
68e375362c48416419f4aef2,3
68e375f72c48416419f4aef9,3
68e376082c48416419f4aefa,1
68e377532c48416419f4aeff,16
68e377cc2c48416419f4af02,7
68e378c52c48416419f4af0a,7
68e378cc2c48416419f4af0b,4
68e3795d2c48416419f4af0e,0
68e3797a2c48416419f4af0f,10
68e37b5e2c48416419f4af18,32
68e37b752c48416419f4af19,8
68e37bd22c48416419f4af1d,5
68e37c352c48416419f4af1e,11
68e37c7f2c48416419f4af21,8
68e37d0d2c48416419f4af25,13
68e37e7d2c48416419f4af31,7
68e37e8d2c48416419f4af32,7
68e37f712c48416419f4af3d,5
68e37f862c48416419f4af3e,10
68e3800a2c48416419f4af41,11
68e3806f2c48416419f4af45,9
68e380972c48416419f4af49,0
68e3811b2c48416419f4af4e,3
68e3812d2c48416419f4af50,0
68e381602c48416419f4af51,3
68e381972c48416419f4af54,6
68e382032c48416419f4af57,1
68e382192c48416419f4af58,1
68e383042c48416419f4af5f,4
68e383292c48416419f4af61,12
68e3834b2c48416419f4af63,3
68e3835f2c48416419f4af65,13
68e3841e2c48416419f4af6a,4
68e3849a2c48416419f4af6b,6
68e384e02c48416419f4af6d,3
68e384f62c48416419f4af6e,9
68e384ff2c48416419f4af6f,8
68e3850a2c48416419f4af70,2
68e385c52c48416419f4af7a,6
68e386892c48416419f4af80,3
68e386eb2c48416419f4af86,4
68e387672c48416419f4af8a,14
68e388252c48416419f4af97,1
68e3882e2c48416419f4af98,0
68e388322c48416419f4af99,1
68e3889e2c48416419f4afa0,5
68e388e02c48416419f4afa3,7
68e388e02c48416419f4afa4,5
68e389032c48416419f4afa6,13
68e3890f2c48416419f4afa8,7
68e3895f2c48416419f4afac,8
68e389852c48416419f4afaf,22
68e389f42c48416419f4afb4,3
68e38a312c48416419f4afb7,3
68e38a6f2c48416419f4afb9,4
68e38aa32c48416419f4afbd,2
68e38ad42c48416419f4afc1,5
68e38afe2c48416419f4afc6,5
68e38bb12c48416419f4afcf,3
68e38bec2c48416419f4afd0,7
68e38bf62c48416419f4afd1,13
68e38c712c48416419f4afd6,8
68e38cc52c48416419f4afd9,4
68e38cd82c48416419f4afda,4
68e38cea2c48416419f4afdb,0
68e38d272c48416419f4afdd,15
68e38dfc2c48416419f4afe3,1
68e38e522c48416419f4afe8,12
68e38f622c48416419f4aff8,5
68e38f722c48416419f4affa,2
68e38f982c48416419f4affe,2
68e390202c48416419f4b001,5
68e390932c48416419f4b006,2
68e390a32c48416419f4b008,5
68e3923b2c48416419f4b016,15
68e392562c48416419f4b019,5
68e392dc2c48416419f4b022,6
68e393332c48416419f4b026,5
68e3935b2c48416419f4b028,6
68e393852c48416419f4b02a,0
68e393892c48416419f4b02b,4
68e393c12c48416419f4b02e,0
68e393c42c48416419f4b02f,17
68e393e82c48416419f4b032,0
68e393f62c48416419f4b035,4
68e3941f2c48416419f4b036,6
68e394442c48416419f4b038,5
68e3945e2c48416419f4b03a,5
68e3945f2c48416419f4b03b,6
68e3953b2c48416419f4b047,2
68e396182c48416419f4b04c,2
68e397af2c48416419f4b055,0
68e397e12c48416419f4b058,14
68e3983a2c48416419f4b05a,0
68e3994c2c48416419f4b062,7
68e399672c48416419f4b064,3
68e399b52c48416419f4b066,1
68e399ba2c48416419f4b067,3
68e399d02c48416419f4b068,5
68e399e32c48416419f4b06a,0
68e39a472c48416419f4b06b,7
68e39b112c48416419f4b076,2
68e39bed2c48416419f4b07d,0
68e39df92c48416419f4b08c,6
68e39ec62c48416419f4b093,0
68e39f2b2c48416419f4b097,0
68e39f7b2c48416419f4b09a,0
68e39fba2c48416419f4b09b,4
68e39fc92c48416419f4b09c,2
68e39ff42c48416419f4b09d,0
68e3a0ed2c48416419f4b0a0,2
