id,total_count
844,10
15,20
833,13
1002,22
746,6
959,27
999,4
73,18
453,15
957,36
376,13
751,29
500,23
448,6
18,1
162,23
447,1
212,6
563,1
135,1
363,44
718,34
264,17
439,17
245,6
970,9
119,13
185,12
243,5
557,14
260,19
48,13
954,21
155,17
44,8
417,49
385,75
913,122
947,6
866,5
325,13
151,13
227,38
482,23
858,7
553,30
629,4
813,20
711,31
608,31
972,42
114,38
221,32
660,5
945,12
164,14
160,13
120,5
810,12
213,23
405,28
394,19
903,3
831,10
407,25
704,20
538,43
207,13
1027,17
663,1
368,20
513,1
814,17
167,100
860,12
490,15
461,19
775,9
217,17
771,20
37,27
882,8
304,25
105,15
352,20
754,23
194,18
191,41
559,14
1030,7
635,14
1,23
144,16
738,9
83,13
676,1
64,24
408,1
478,17
772,18
634,9
519,21
401,1
916,21
590,1
328,34
675,19
759,9
837,36
507,44
467,1
869,16
483,11
147,27
650,6
816,29
5,31
605,16
887,9
1028,6
298,19
78,19
703,1
338,16
884,18
597,10
112,51
506,14
132,3
845,12
894,14
90,10
86,20
501,14
843,16
522,35
564,7
534,31
838,38
613,3
924,8
466,10
598,1
841,17
828,22
806,9
201,23
34,17
796,16
653,15
642,7
839,26
997,8
708,16
823,8
902,13
85,8
859,4
163,2
430,40
2,20
1023,6
136,6
649,11
892,39
739,13
32,6
939,1
516,5
727,13
700,1
915,20
230,4
988,21
567,1
991,28
415,18
684,34
456,36
540,23
272,7
414,52
409,22
41,9
181,14
210,4
879,34
8,30
626,22
906,16
137,12
761,24
234,28
218,38
446,2
891,41
358,14
693,15
510,1
1017,1
722,8
888,46
901,14
307,10
836,7
963,12
169,1
459,1
977,8
314,13
166,8
437,11
974,17
967,20
110,12
948,13
3,27
445,22
30,1
402,9
1020,24
850,8
780,31
990,38
231,59
607,14
800,33
654,22
219,29
951,12
835,16
27,18
128,7
310,7
713,25
422,41
103,43
992,1
795,22
413,41
108,17
372,3
503,14
994,20
403,1
20,19
596,13
641,7
196,8
450,8
1025,11
895,4
1016,8
604,36
840,6
632,8
488,7
72,40
379,13
170,22
36,17
279,3
753,13
709,8
615,10
281,1
255,13
993,26
258,14
666,13
1021,1
871,36
452,46
515,11
767,1
416,1
532,12
602,14
995,19
248,6
250,14
84,7
168,1
380,26
189,9
680,13
556,31
606,15
923,1
620,18
964,1
518,13
330,23
618,16
13,20
124,11
766,7
97,1
648,1
244,1
381,18
127,4
431,12
873,14
224,26
321,30
981,8
691,11
900,12
299,16
104,3
329,8
678,20
365,1
481,9
326,43
388,19
21,7
156,17
989,14
655,15
682,5
698,19
150,4
576,28
672,20
917,7
449,29
10,11
890,9
192,9
523,13
659,4
788,27
815,28
102,9
157,64
985,5
318,10
520,20
851,24
199,25
176,11
138,9
786,2
154,44
130,10
275,4
826,1
765,11
610,12
707,4
545,14
247,11
289,24
220,33
853,26
331,17
864,1
585,13
353,8
931,5
748,16
998,14
74,4
386,40
148,15
566,12
236,13
324,17
593,32
969,28
875,1
577,33
681,10
521,16
428,10
71,8
355,17
81,15
1010,25
126,26
118,37
668,22
760,9
300,5
94,24
511,6
494,12
505,7
919,16
106,6
762,49
533,98
340,42
435,17
729,8
54,1
323,19
961,14
737,23
63,13
776,16
731,52
594,4
918,17
216,28
706,24
832,7
35,6
270,23
139,17
1011,18
657,7
411,14
56,12
486,17
782,19
817,4
616,7
12,15
560,17
476,46
1003,20
80,5
#N/A,3
509,24
940,16
609,7
908,17
549,35
444,21
550,6
773,5
584,8
611,9
798,32
42,8
237,6
273,12
872,16
975,34
172,29
547,17
724,8
188,19
621,33
308,2
146,19
807,8
930,16
493,10
193,21
419,25
339,11
645,28
187,12
667,10
847,14
348,9
686,38
23,22
735,18
935,19
742,67
322,9
943,14
971,26
186,11
790,3
791,4
809,8
899,8
484,48
333,8
47,17
67,17
694,19
347,17
410,44
801,20
799,30
161,20
877,13
336,6
551,25
647,3
278,9
285,6
581,8
504,8
690,15
741,20
26,14
797,39
865,12
878,10
55,26
397,1
517,36
375,5
158,23
558,1
343,12
206,20
926,46
295,15
43,23
728,33
783,5
332,8
6,12
679,28
341,10
821,25
968,4
920,1
259,18
787,49
824,29
249,12
125,9
932,14
92,2
909,19
952,14
846,12
100,22
548,18
857,1
904,18
346,17
677,7
656,2
315,27
803,27
284,19
572,36
377,16
143,1
665,18
631,1
536,23
921,25
425,43
757,1
50,4
489,2
443,21
789,14
820,20
202,17
294,12
852,56
636,22
1024,15
1008,33
862,22
769,19
539,6
293,29
52,16
45,1
131,16
922,21
251,38
66,14
640,28
382,7
541,5
651,11
752,27
733,12
965,4
116,6
794,42
282,10
361,23
643,21
736,21
784,6
730,27
725,10
317,9
695,1
941,21
897,10
287,23
712,8
805,62
266,14
436,23
257,3
235,5
252,8
204,28
356,2
391,8
779,13
301,14
542,18
88,12
335,2
579,15
934,20
480,13
462,65
937,42
978,17
16,9
638,4
303,3
812,9
622,8
475,20
473,23
262,94
856,7
688,9
701,25
911,37
524,10
242,12
357,20
149,1
743,19
925,23
745,21
65,5
561,1
226,14
885,1
434,12
99,22
33,4
624,10
418,1
404,12
283,14
623,14
723,21
427,12
39,29
373,7
898,1
979,26
117,1
763,1
781,22
652,37
720,12
183,4
107,10
496,18
214,20
692,10
1022,50
671,3
983,8
863,14
344,1
77,4
674,18
625,11
732,9
849,30
133,15
474,33
603,62
354,5
389,15
228,21
785,10
29,16
205,13
366,29
825,1
670,16
93,10
689,5
870,10
956,15
958,27
68,1
996,26
683,5
464,6
982,15
384,9
79,1
458,6
487,9
400,7
463,8
359,4
544,30
756,25
477,1
197,28
367,13
383,56
802,19
316,9
755,12
89,85
